06-Jun-2017 21:22:25	SIMULATED	99	2	6.4	0.5
06-Jun-2017 21:27:25	SIMULATED	99	2	8.1	0.5
06-Jun-2017 21:32:25	SIMULATED	99	2	7.4	0.5
06-Jun-2017 21:37:25	SIMULATED	99	2	6.8	0.5
06-Jun-2017 21:42:25	SIMULATED	99	2	7.0	0.5
06-Jun-2017 21:47:25	SIMULATED	99	2	6.9	0.5
06-Jun-2017 21:52:25	SIMULATED	99	2	6.5	0.5
06-Jun-2017 21:57:25	SIMULATED	99	3	7.2	0.5
06-Jun-2017 22:02:26	SIMULATED	99	3	6.7	0.5
06-Jun-2017 22:07:26	SIMULATED	99	3	7.1	0.5
06-Jun-2017 22:12:26	SIMULATED	99	3	7.2	0.5
06-Jun-2017 22:17:26	SIMULATED	99	3	-1.9	0.5
06-Jun-2017 22:22:26	SIMULATED	99	3	7.1	0.5
06-Jun-2017 22:27:26	SIMULATED	99	3	7.2	0.5
06-Jun-2017 22:32:27	SIMULATED	99	3	6.9	0.5
06-Jun-2017 22:37:27	SIMULATED	99	3	6.8	0.5
06-Jun-2017 22:42:27	SIMULATED	99	3	7.2	0.5
06-Jun-2017 22:47:27	SIMULATED	99	3	6.8	0.5
06-Jun-2017 22:52:27	SIMULATED	99	3	7.5	0.5
06-Jun-2017 22:57:27	SIMULATED	99	3	8.0	0.5
06-Jun-2017 23:02:27	SIMULATED	99	3	6.7	0.5
06-Jun-2017 23:07:27	SIMULATED	99	3	6.3	0.5
06-Jun-2017 23:12:28	SIMULATED	99	3	7.2	0.5
06-Jun-2017 23:17:28	SIMULATED	99	2	6.4	0.5
06-Jun-2017 23:22:28	SIMULATED	99	2	7.2	0.5
06-Jun-2017 23:27:28	SIMULATED	99	2	7.1	0.5
06-Jun-2017 23:32:28	SIMULATED	99	2	6.0	0.5
06-Jun-2017 23:37:28	SIMULATED	99	2	6.2	0.5
06-Jun-2017 23:42:28	SIMULATED	99	2	6.4	0.5
06-Jun-2017 23:47:28	SIMULATED	99	2	7.2	0.5
06-Jun-2017 23:52:28	SIMULATED	99	2	6.4	0.5
06-Jun-2017 23:57:29	SIMULATED	99	2	7.4	0.5
07-Jun-2017 00:02:29	SIMULATED	99	2	7.6	0.5
07-Jun-2017 00:07:29	SIMULATED	99	2	6.3	0.5
07-Jun-2017 00:12:29	SIMULATED	99	2	6.4	0.5
07-Jun-2017 00:17:29	SIMULATED	99	2	6.8	0.5
07-Jun-2017 00:22:29	SIMULATED	99	2	6.4	0.5
07-Jun-2017 00:27:29	SIMULATED	99	2	6.4	0.5
07-Jun-2017 00:32:29	SIMULATED	99	2	6.3	0.5
07-Jun-2017 00:37:30	SIMULATED	99	2	6.6	0.5
07-Jun-2017 00:42:30	SIMULATED	99	2	6.4	0.5
07-Jun-2017 00:47:30	SIMULATED	99	3	6.8	0.5
07-Jun-2017 00:52:30	SIMULATED	99	2	6.1	0.5
07-Jun-2017 00:57:30	SIMULATED	99	2	6.3	0.5
07-Jun-2017 01:02:30	SIMULATED	99	2	6.3	0.5
07-Jun-2017 01:07:30	SIMULATED	99	2	6.3	0.5
07-Jun-2017 01:12:30	SIMULATED	99	2	6.5	0.5
07-Jun-2017 01:17:31	SIMULATED	99	2	6.0	0.5
07-Jun-2017 01:22:31	SIMULATED	99	2	6.7	0.5
07-Jun-2017 01:27:31	SIMULATED	99	2	5.8	0.5
07-Jun-2017 01:32:31	SIMULATED	99	2	5.9	0.5
07-Jun-2017 01:37:31	SIMULATED	99	2	5.6	0.5
07-Jun-2017 01:42:31	SIMULATED	99	2	5.8	0.5
07-Jun-2017 01:47:31	SIMULATED	99	3	5.6	0.5
07-Jun-2017 01:52:31	SIMULATED	99	2	5.3	0.5
07-Jun-2017 01:57:32	SIMULATED	99	2	6.2	0.5
07-Jun-2017 02:02:32	SIMULATED	99	2	6.2	0.5
07-Jun-2017 02:07:32	SIMULATED	99	2	5.1	0.5
07-Jun-2017 02:12:32	SIMULATED	99	2	5.7	0.5
07-Jun-2017 02:17:32	SIMULATED	99	2	5.7	0.5
07-Jun-2017 02:22:32	SIMULATED	99	2	4.7	0.5
07-Jun-2017 02:27:32	SIMULATED	99	2	4.2	0.5
07-Jun-2017 02:32:32	SIMULATED	99	2	3.0	0.4
